name,position,mlb_team,league_id,fantasy_team_id,fa_status
Luis Meza,C,TOR,AA,,available
Moises Meza,SP,COL,AA,,available
John Michael Faile,1B,CIN,AA,,available
Trevin Michael,RP,DET,AA,,available
Fredy Michel,SS,MIN,AA,,available
Garrett Michel,1B,(N/A),AA,,available
Eddie Micheletti Jr.,OF,TOR,AA,,available
Ryan Middendorf,RP,MIL,AA,,available
JB Middleton,SP,COL,AA,,available
Keynan Middleton,RP,(N/A),AA,,available
Daniel Mielcarek,UT,LAD,AA,,available
Frank Mieses,OF,CHW,AA,,available
Luis Mieses,OF,TEX,AA,,available
Starlin Mieses,OF,BAL,AA,,available
Anthony Migliaccio,OF,(N/A),AA,,available
Jose Miguel Rodriguez,SP,NYY,AA,,available
Yaikel Mijares,"2B,3B",CLE,AA,,available
Jordan Mikel,RP,CHW,AA,,available
Justin Miknis,C,(N/A),AA,,available
Nick Mikolajchak,RP,(N/A),AA,,available
Matt Mikulski,RP,MIN,AA,,available
Bobby Milacki,RP,TOR,AA,,available
Steven Milam,SS,(N/A),AA,,available
Abrahan Milan,RP,CLE,AA,,available
Karson Milbrandt,SP,MIA,AA,,available
Spencer Miles,SP,TOR,AA,,available
Deylen Miley,SP,(N/A),AA,,available
Michell Miliano,"SP,RP",(N/A),AA,,available
Justin Militello,SP,(N/A),AA,,available
Anthony Millan,OF,HOU,AA,,available
Santiago Millan,OF,(N/A),AA,,available
Cameron Millar,SP,KC,AA,,available
Andrew Miller,C,SEA,AA,,available
Brad Miller,"1B,2B",(N/A),AA,,available
Brian Miller,OF,(N/A),AA,,available
Cody Miller,SS,ATL,AA,,available
Cole Miller,SP,ATH,AA,,available
Darrien Miller,C,MIL,AA,,available
Gage Miller,"2B,3B",MIA,AA,,available
Jacob Miller,C,(N/A),AA,,available
Jacob Miller,SP,MIA,AA,,available
Jake Miller,RP,CLE,AA,,available
Jake Miller,"SP,RP",DET,AA,,available
Janero Miller,RP,MIA,AA,,available
Joe Miller,SP,DET,AA,,available
Mason Miller,"SP,RP",KC,AA,,available
Noah Miller,SS,LAD,AA,,available
Owen Miller,2B,COL,AA,,available
Ryan Miller,RP,(N/A),AA,,available
Simon Miller,RP,CIN,AA,,available
Tyler Miller,1B,BOS,AA,,available
Tyson Miller,RP,CHC,AA,,available
Lyle Miller-Green,1B,CHW,AA,,available
Cody Milligan,OF,ATL,AA,,available
Rylan Mills,C,MIL,AA,,available
Wyatt Mills,RP,LAD,AA,,available
Zane Mills,RP,STL,AA,,available
Brennan Milone,1B,ATH,AA,,available
Tommy Milone,"SP,RP",(N/A),AA,,available
Camden Minacci,RP,LAA,AA,,available
Juan Minaya,RP,(N/A),AA,,available
Ryan Minckler,RP,WSH,AA,,available
Tyler Minick,3B,(N/A),AA,,available
Matt Minnick,"SP,RP",NYY,AA,,available
Maykel Minoso,C,TOR,AA,,available
Hayden Minton,SP,DET,AA,,available
Jorge Minyety,RP,(N/A),AA,,available
Adolfo Miranda,OF,NYM,AA,,available
Kevin Miranda,SP,(N/A),AA,,available
Nestor Miranda,UT,DET,AA,,available
Andrew Misiaszek,RP,(N/A),AA,,available
Daniel Missaki,RP,TEX,AA,,available
Blake Mitchell,C,KC,AA,,available
Cal Mitchell,OF,(N/A),AA,,available
Derrick Mitchell,OF,(N/A),AA,,available
Jase Mitchell,C,HOU,AA,,available
Nick Mitchell,OF,CLE,AA,,available
Robert Mitchell,SP,LAA,AA,,available
Ryan Mitchell,SS,STL,AA,,available
Tucker Mitchell,C,TEX,AA,,available
Xavier Mitchell,SP,LAA,AA,,available
Justin Mitrovich,SP,MIN,AA,,available
Matt Miura,OF,STL,AA,,available
Hiroya Miyagi,SP,(N/A),AA,,available
Tatsuki Mizuno,SS,(N/A),AA,,available
Dalton Moats,"SP,RP",TB,AA,,available
Chase Mobley,SP,CLE,AA,,available
Andre Modugno,3B,(N/A),AA,,available
Andre Modungo,3B,(N/A),AA,,available
Javier Mogollon,2B,CHW,AA,,available
Osbriel Mogollon,SP,(N/A),AA,,available
Livan Moinelo,SP,(N/A),AA,,available
Alexander Mojica,3B,(N/A),AA,,available
Augie Mojica,RP,ARI,AA,,available
Misael Mojica,3B,(N/A),AA,,available
Chris Mokma,"SP,RP",(N/A),AA,,available
Raymond Mola,1B,PIT,AA,,available
Jeremy Molero,RP,(N/A),AA,,available
Moises Molero,OF,(N/A),AA,,available
Carlos Molina,RP,(N/A),AA,,available
Carlos Molina,C,(N/A),AA,,available
Leosdany Molina,SS,HOU,AA,,available
Mason Molina,SP,STL,AA,,available
Miguel Molina,SP,DET,AA,,available
Ian Moller,C,TEX,AA,,available
Josh Mollerus,SP,(N/A),AA,,available
Maddox Molony,SS,(N/A),AA,,available
Tommy Molsky,RP,KC,AA,,available
Keito Mombetsu,SP,(N/A),AA,,available
Gabriel Moncada,1B,(N/A),AA,,available
Yaki Mondesir,SP,BAL,AA,,available
Nate Mondou,"1B,2B",SD,AA,,available
Yordanny Monegro,SP,BOS,AA,,available
Blake Money,"SP,RP",BAL,AA,,available
Sam Mongelli,2B,LAD,AA,,available
Nick Monistere,2B,HOU,AA,,available
Caden Monke,RP,KC,AA,,available
Jose Monserrate,OF,MIA,AA,,available
Juan Monso,2B,CHC,AA,,available
Joseph Montalvo,SP,DET,AA,,available
Daniel Montano,OF,(N/A),AA,,available
Omar Montano,SP,MIN,AA,,available
Frankie Montas,SP,(N/A),AA,,available
Angel Montero,SP,NYM,AA,,available
Daonil Montero,3B,ARI,AA,,available
Darlyn Montero,1B,ATH,AA,,available
Edgar Montero,SS,ATH,AA,,available
Elehuris Montero,1B,(N/A),AA,,available
Estivenzon Montero,OF,NYY,AA,,available
Euri Montero,RP,WSH,AA,,available
Fidel Montero,RP,CHW,AA,,available
Frederi Montero,"1B,3B",MIL,AA,,available
Hans Montero,"1B,2B",NYY,AA,,available
Jose Montero,SP,CIN,AA,,available
Juan Montero,C,BOS,AA,,available
Neurelin Montero,C,TEX,AA,,available
Pedro Montero,SP,MIA,AA,,available
Ricardo Montero,RP,LAD,AA,,available
Willy Montero,OF,NYY,AA,,available
Bryce Montes de Oca,RP,NYM,AA,,available
Coco Montes,"2B,3B",TB,AA,,available
Lazaro Montes,OF,SEA,AA,,available
Daniel Montesino,OF,(N/A),AA,,available
Rafi Montesino,OF,BOS,AA,,available
Carlos Monteverde,1B,ATL,AA,,available
Patrick Monteverde,RP,MIA,AA,,available
Benny Montgomery,OF,COL,AA,,available
Carson Montgomery,SP,SD,AA,,available
Mike Montgomery,RP,(N/A),AA,,available
Nick Montgomery,C,ATL,AA,,available
Torin Montgomery,1B,(N/A),AA,,available
Tayler Montiel,RP,ARI,AA,,available
Christopher Montilla,RP,LAA,AA,,available
Franyerber Montilla,"2B,SS",DET,AA,,available
Jose Montilla,C,KC,AA,,available
Jose Monzon,3B,TB,AA,,available
McLane Moody,SP,PIT,AA,,available
Bernard Moon,2B,CIN,AA,,available
Bo-gyeong Moon,1B,(N/A),AA,,available
Dong Ju Moon,SP,(N/A),AA,,available
Seojun Moon,SP,TOR,AA,,available
Alex Mooney,"2B,3B,SS",CLE,AA,,available
Andrew Moore,RP,SD,AA,,available
Ben Moore,SP,WSH,AA,,available
Brock Moore,RP,SEA,AA,,available
Brody Moore,"2B,SS",STL,AA,,available
Cole Moore,1B,PHI,AA,,available
Ethan Moore,SS,(N/A),AA,,available
Grayson Moore,RP,CHC,AA,,available
Malcolm Moore,C,TEX,AA,,available
Mason Moore,SP,CHW,AA,,available
Matt Moore,RP,(N/A),AA,,available
McKinley Moore,RP,(N/A),AA,,available
Robert Moore,"2B,3B",PHI,AA,,available
Ryne Moore,SP,(N/A),AA,,available
Wesley Moore,RP,PHI,AA,,available
Darlin Moquete,OF,STL,AA,,available
Angelo Mora,C,(N/A),AA,,available
Chase Mora,2B,(N/A),AA,,available
Javier Mora,2B,CHW,AA,,available
Juan Mora,"2B,3B",(N/A),AA,,available
Nick Morabito,OF,NYM,AA,,available
Accimias Morales,RP,LAD,AA,,available
Coby Morales,1B,NYY,AA,,available
Daje Morales,2B,(N/A),AA,,available
Emil Morales,SS,LAD,AA,,available
Francisco Morales,RP,(N/A),AA,,available
Gabe Morales,SP,(N/A),AA,,available
Jeferson Morales,OF,(N/A),AA,,available
Jesus Morales,C,KC,AA,,available
Jonathan Morales,C,(N/A),AA,,available
Karlos Morales,"SP,RP",MIL,AA,,available
Michael Morales,SP,SEA,AA,,available
Moises Morales,RP,TEX,AA,,available
Yohandy Morales,"1B,3B",WSH,AA,,available
Brian Moran,RP,ATL,AA,,available
Jefferson Moran,SP,STL,AA,,available
Tyson Moran,SS,KC,AA,,available
Francisco Morao,SP,BAL,AA,,available
Jhonny Morao,SP,CHW,AA,,available
Aneudis Mordan,1B,(N/A),AA,,available
Zane Morehouse,RP,CLE,AA,,available
Luis Morejon,OF,COL,AA,,available
Albert Morel,SP,LAA,AA,,available
Braylin Morel,OF,TEX,AA,,available
Darell Morel,SS,PIT,AA,,available
Rafael Morel,OF,CHC,AA,,available
Yohanse Morel,SP,(N/A),AA,,available
Luis Morellis,SP,CIN,AA,,available
Estevan Moreno,SS,SEA,AA,,available
Gerson Moreno,RP,STL,AA,,available
Johan Moreno,SP,(N/A),AA,,available
Johan Moreno,RP,SD,AA,,available
Koen Moreno,RP,CHC,AA,,available
Luis Moreno,RP,(N/A),AA,,available
Luis Moreno,RP,NYM,AA,,available
Edgar Moreta,SP,NYM,AA,,available
Keeler Morfe,SP,BAL,AA,,available
Barrett Morgan,SP,BOS,AA,,available
Blake Morgan,SP,TB,AA,,available
Chase Morgan,SP,(N/A),AA,,available
Josh Morgan,"C,SS",(N/A),AA,,available
Marcus Morgan,"SP,RP",PHI,AA,,available
Reid Morgan,"SP,RP",(N/A),AA,,available
Tyler Morgan,RP,SD,AA,,available
Zach Morgan,C,SF,AA,,available
Shotaro Morii,SS,ATH,AA,,available
Alfred Morillo,RP,ARI,AA,,available
Dariel Morillo,SP,BOS,AA,,available
Estivel Morillo,OF,CLE,AA,,available
Jirvin Morillo,C,CIN,AA,,available
Sergio Morillo,RP,(N/A),AA,,available
Mike Morin,RP,(N/A),AA,,available
Reed Moring,SP,MIN,AA,,available
Shota Morishita,OF,(N/A),AA,,available
Cody Morissette,2B,MIA,AA,,available
PJ Morlando,OF,MIA,AA,,available
Jack Moroknek,OF,WSH,AA,,available
Wilny Moron,RP,(N/A),AA,,available
Andrew Morones,RP,KC,AA,,available
Nick Morreale,RP,(N/A),AA,,available
Hueston Morrill,RP,NYY,AA,,available
Andrew Morris,SP,MIN,AA,,available
Cody Morris,RP,(N/A),AA,,available
Hayden Morris,SP,(N/A),AA,,available
Kade Morris,SP,ATH,AA,,available
Mason Morris,RP,CIN,AA,,available
Zack Morris,RP,COL,AA,,available
Jacob Morrison,SP,MIL,AA,,available
Felix Morrobel,2B,LAA,AA,,available
Yeison Morrobel,OF,TEX,AA,,available
Brendan Morse,"SP,RP",(N/A),AA,,available
Cody Morse,RP,LAD,AA,,available
Gary Morse,SP,(N/A),AA,,available
Kadon Morton,OF,(N/A),AA,,available
Korey Morton,OF,(N/A),AA,,available
Elias Moscoso,RP,BAL,AA,,available
Isaac Moscote,2B,(N/A),AA,,available
Oddanier Mosqueda,RP,STL,AA,,available
Deivis Mosquera,OF,MIA,AA,,available
Diego Mosquera,OF,NYM,AA,,available
Eiver Mosquera,SP,MIA,AA,,available
Callan Moss,1B,PIT,AA,,available
Cooper Moss,SP,(N/A),AA,,available
Dean Moss,OF,TB,AA,,available
Jack Moss,1B,CIN,AA,,available
Wylan Moss,SP,(N/A),AA,,available
Gabe Mosser,SP,PHI,AA,,available
Alberto Mota,RP,TEX,AA,,available
Eddy Mota,RP,HOU,AA,,available
Edgar Mota,1B,KC,AA,,available
Eliseo Mota,RP,DET,AA,,available
Jorgelys Mota,3B,WSH,AA,,available
Drew Mount,OF,(N/A),AA,,available
P.J. Moutzouridis,SS,(N/A),AA,,available
Jeyson Moya,3B,SF,AA,,available
Jonathan Moya,OF,DET,AA,,available
Omar Moya,C,(N/A),AA,,available
Josh Moylan,"1B,3B",NYY,AA,,available
Frank Mozzicato,SP,KC,AA,,available
Christian Mracna,RP,TOR,AA,,available
Adam Mrakitsch,SP,(N/A),AA,,available
Zach Muckenhirn,"SP,RP",(N/A),AA,,available
Zander Mueth,SP,PIT,AA,,available
Armstrong Muhoozi,OF,PIT,AA,,available
Cesar Mujica,C,PHI,AA,,available
Jose Mujica,C,(N/A),AA,,available
Ren Mukunoki,SP,(N/A),AA,,available
Nazier Mule,SP,CHC,AA,,available
Chris Muller,RP,(N/A),AA,,available
Kyle Muller,"SP,RP",(N/A),AA,,available
Michael Mullinax,OF,(N/A),AA,,available
Hayden Mullins,SP,BOS,AA,,available
Anthony Mulrine,C,(N/A),AA,,available
Alan Mundo,RP,(N/A),AA,,available
Rui Muneyama,SS,(N/A),AA,,available
Ismael Munguia,OF,NYY,AA,,available
Izeah Muniz,RP,COL,AA,,available
Albert Munoz,RP,CHW,AA,,available
Anderson Munoz,SP,(N/A),AA,,available
Derek Munoz,SP,CLE,AA,,available
Jean Munoz,RP,SEA,AA,,available
Maikol Munoz,SS,SD,AA,,available
Samuel Munoz,OF,LAD,AA,,available
Victor Munoz,RP,(N/A),AA,,available
Yeuni Munoz,OF,TOR,AA,,available
Jake Munroe,3B,LAA,AA,,available
Kristin Munroe,3B,LAA,AA,,available
Aaron Munson,RP,TOR,AA,,available
Shoki Murakami,SP,(N/A),AA,,available
Noah Murdock,RP,PIT,AA,,available
Penn Murfee,RP,(N/A),AA,,available
Juan Murillo,OF,SD,AA,,available
Chandler Murphy,SP,TB,AA,,available
Hayden Murphy,RP,ARI,AA,,available
John Murphy,RP,(N/A),AA,,available
Kai Murphy,OF,SD,AA,,available
Luke Murphy,RP,LAA,AA,,available
Owen Murphy,SP,ATL,AA,,available
Patrick Murphy,RP,(N/A),AA,,available
Ryan Murphy,RP,SF,AA,,available
Shane Murphy,SP,CHW,AA,,available
Austin Murr,OF,DET,AA,,available
BJ Murray Jr.,"1B,3B",CHC,AA,,available
Ethan Murray,"2B,3B,SS",MIL,AA,,available
Ethan Murray,SS,(N/A),AA,,available
Zach Murray,SP,CIN,AA,,available
Ivan Murzi,C,(N/A),AA,,available
Andruw Musett,C,BOS,AA,,available
Tucker Musgrove,SP,SD,AA,,available
Parker Mushinski,RP,COL,AA,,available
Cesar Muzziotti,SP,(N/A),AA,,available
Simon Muzziotti,OF,(N/A),AA,,available
Tanner Myatt,RP,(N/A),AA,,available
Carson Myers,RP,TOR,AA,,available
Kole Myers,OF,LAD,AA,,available
Mitch Myers,RP,ATH,AA,,available
Noah Myers,OF,TB,AA,,available
Tyler Myrick,RP,SF,AA,,available
Deivis Nadal,SS,(N/A),AA,,available
Demetrio Nadal,OF,MIL,AA,,available
Joe Nahas,RP,(N/A),AA,,available
James Naile,RP,(N/A),AA,,available
Raisei Nakamura,RP,MIA,AA,,available
Taishi Nakawake,3B,(N/A),AA,,available
Anderson Nance,RP,(N/A),AA,,available
Nate Nankil,OF,ATH,AA,,available
Luke Napleton,C,(N/A),AA,,available
Tyler Naquin,RP,CLE,AA,,available
Joe Naranjo,1B,WSH,AA,,available
Brayan Narvaez,SP,SF,AA,,available
Efrenyer Narvaez,C,(N/A),AA,,available
Omar Narvaez,C,TEX,AA,,available
Nick Nastrini,"SP,RP",LAD,AA,,available
Samy Natera Jr.,RP,LAA,AA,,available
Packy Naughton,"SP,RP",STL,AA,,available
Tim Naughton,RP,(N/A),AA,,available
Andrick Nava,C,MIL,AA,,available
Bryce Navarre,SP,(N/A),AA,,available
Cristian Navarro,SP,HOU,AA,,available
Cristopher Navarro,3B,(N/A),AA,,available
Diego Navarro,RP,(N/A),AA,,available
Edgar Navarro,RP,(N/A),AA,,available
Reinold Navarro,SP,PIT,AA,,available
Ruddy Navarro,SP,SEA,AA,,available
Anderson Navas,"C,1B",PHI,AA,,available
Andrew Navigato,"1B,SS",DET,AA,,available
Myles Naylor,3B,ATH,AA,,available
Brady Neal,C,(N/A),AA,,available
Keaton Neal,SS,(N/A),AA,,available
Vaughn Necker,SP,(N/A),AA,,available
Brandon Neeck,RP,LAD,AA,,available
Brandon Neely,"SP,RP",BOS,AA,,available
Juan Carlos Negret,OF,KC,AA,,available
Nick Neidert,RP,(N/A),AA,,available
Cameron Nelson,OF,COL,AA,,available
Mat Nelson,C,CIN,AA,,available
Nick Nelson,RP,(N/A),AA,,available
Riley Nelson,1B,CLE,AA,,available
Hector Neris,RP,HOU,AA,,available
Tyler Neslony,OF,(N/A),AA,,available
Braden Nett,SP,ATH,AA,,available
Dawson Netz,"SP,RP",CHC,AA,,available
Mitch Neunborn,"SP,RP",PHI,AA,,available
Dalton Neuschwander,SP,BAL,AA,,available
Dylan Neuse,OF,MIN,AA,,available
Mason Neville,OF,CIN,AA,,available
Kyle Nevin,"1B,3B",LAD,AA,,available
Tyler Nevin,3B,(N/A),AA,,available
Chris Newell,OF,LAD,AA,,available
DJ Newman,SP,HOU,AA,,available
Ljay Newsome,SP,SF,AA,,available
Austin Newton,"SP,RP",COL,AA,,available
Ben Newton,3B,ATH,AA,,available
Shervyen Newton,SS,NYM,AA,,available
Xavier Neyens,3B,HOU,AA,,available
Cherif Neymour,SS,(N/A),AA,,available
Jackson Nezuh,SP,HOU,AA,,available
Roiber Niazoa,1B,(N/A),AA,,available
Kay-Lan Nicasia,OF,MIL,AA,,available
Mason Nichols,RP,TB,AA,,available
T.J. Nichols,SP,TB,AA,,available
Ryan Nicholson,1B,LAA,AA,,available
Cameron Nickens,OF,STL,AA,,available
Jackson Nicklaus,1B,LAD,AA,,available
Angel Nieblas,3B,(N/A),AA,,available
Cy Nielson,RP,(N/A),AA,,available
Quincy Nieporte,1B,(N/A),AA,,available
Hayden Nierman,RP,BAL,AA,,available
Hector Nieves,2B,(N/A),AA,,available
Marlon Nieves,SP,LAD,AA,,available
Frank Nigro,C,(N/A),AA,,available
Peyton Niksch,SP,MIL,AA,,available
Dominic Niman,RP,TB,AA,,available
Arjun Nimmala,SS,TOR,AA,,available
Lester Nin,SP,(N/A),AA,,available
Yerald Nin,"2B,SS",ARI,AA,,available
Rikuu Nishida,"2B,OF",CHW,AA,,available
Haruki Nishikawa,2B,(N/A),AA,,available
Vinny Nittoli,RP,BAL,AA,,available
Maika Niu,SS,(N/A),AA,,available
Jormy Nivar,"SP,RP",TEX,AA,,available
Spencer Nivens,OF,KC,AA,,available
Aaron Nixon,RP,NYY,AA,,available
Jack Noble,RP,PIT,AA,,available
Yordan Nodal,RP,(N/A),AA,,available
Stephen Nogosek,RP,KC,AA,,available
Cameron Nohos,RP,(N/A),AA,,available
Austin Nola,C,ATL,AA,,available
Chance Nolan,RP,NYY,AA,,available
Connor Noland,SP,CHC,AA,,available
Rodolfo Nolasco,OF,(N/A),AA,,available
Yohemy Nolasco,RP,(N/A),AA,,available
Andres Nolaya,C,BAL,AA,,available
Sean Nolin,RP,(N/A),AA,,available
Jake Noll,1B,(N/A),AA,,available
Jaden Noot,SP,(N/A),AA,,available
Ethan Norby,SP,(N/A),AA,,available
Seth Nordlin,"SP,RP",(N/A),AA,,available
Trey Nordmann,SP,BAL,AA,,available
Dante Nori,OF,PHI,AA,,available
Franyer Noria,3B,(N/A),AA,,available
Branden Noriega,SP,(N/A),AA,,available
Cruz Noriega,RP,KC,AA,,available
Takahiro Norimoto,SP,(N/A),AA,,available
Ben Norman,OF,CHW,AA,,available
Satchell Norman,"C,1B",(N/A),AA,,available
Liam Norris,RP,ARI,AA,,available
Nicholas Northcut,3B,(N/A),AA,,available
James Norwood,RP,(N/A),AA,,available
Jacob Nottingham,C,SEA,AA,,available
Anderson Nova,OF,MIN,AA,,available
Jose Nova,RP,MIL,AA,,available
Josi Novas,"3B,SS",KC,AA,,available
Jackson Nove,RP,CHW,AA,,available
Kevin Novoa,1B,(N/A),AA,,available
Tucker Novotny,"SP,RP",ATH,AA,,available
Luke Nowak,OF,KC,AA,,available
Jaylen Nowlin,RP,MIN,AA,,available
Jemone Nuel,SS,BAL,AA,,available
Angel Nunez Jr.,OF,(N/A),AA,,available
Abraham Nunez,OF,CHW,AA,,available
Alejandro Nunez,"2B,3B,SS",HOU,AA,,available
Andres Nunez,SP,(N/A),AA,,available
Anthony Nunez,RP,BAL,AA,,available
Daniel Nunez,"SP,RP",ARI,AA,,available
Darien Nunez,RP,(N/A),AA,,available
Dedniel Nunez,RP,NYM,AA,,available
Edwin Nunez,RP,STL,AA,,available
Elijah Nunez,OF,WSH,AA,,available
Ellian Nunez,SP,NYM,AA,,available
German Nunez,SP,(N/A),AA,,available
Henry Nunez,RP,BOS,AA,,available
Irvin Nunez,C,MIN,AA,,available
Jorge Nunez,RP,ATL,AA,,available
Juan Nunez,RP,BAL,AA,,available
Juan Nunez,RP,HOU,AA,,available
Lennyn Nunez,OF,(N/A),AA,,available
Malcom Nunez,3B,PIT,AA,,available
Pablo Nunez,OF,CIN,AA,,available
Pedro Nunez,SP,COL,AA,,available
Rainer Nunez,1B,TOR,AA,,available
Starlyn Nunez,"3B,SS",BOS,AA,,available
Vicent Nunez,C,(N/A),AA,,available
Zeus Nunez,3B,SEA,AA,,available
James Nunnallee,OF,(N/A),AA,,available
Jordan Nwogu,OF,CHC,AA,,available
Austin Nye,C,(N/A),AA,,available
Kellan Oakes,RP,HOU,AA,,available
Joey Oakie,SP,CLE,AA,,available
Cade Obermueller,SP,PHI,AA,,available
Jimmy Obertop,1B,COL,AA,,available
Emilio Obispo,SP,NYM,AA,,available
Juan Obispo,OF,WSH,AA,,available
Brady OBrien,3B,SEA,AA,,available
Connor OBrien,3B,(N/A),AA,,available
Ryan Och,RP,SD,AA,,available
Nathaniel Ochoa Leyva,OF,WSH,AA,,available
Carlos Ochoa,RP,MIA,AA,,available
Jhonger Ochoa,2B,DET,AA,,available
Nehomar Ochoa,OF,HOU,AA,,available
Nelvis Ochoa,SP,(N/A),AA,,available
Jack OConnor,RP,LAD,AA,,available
Yoiber Ocopio,C,SD,AA,,available
Jacob Odle,SP,STL,AA,,available
Ethan ODonnell,OF,CIN,AA,,available
Trennor ODonnell,RP,BOS,AA,,available
Rougned Odor,2B,(N/A),AA,,available
Jake Odorizzi,SP,(N/A),AA,,available
Shawndrick Oduber,RP,LAD,AA,,available
Griff OFerrall,"2B,SS",BAL,AA,,available
Adrian Ogando,RP,(N/A),AA,,available
Gerald Ogando,RP,BAL,AA,,available
Joan Ogando,"SP,RP",HOU,AA,,available
Jostin Ogando,1B,BOS,AA,,available
Luis Ogando,3B,(N/A),AA,,available
Keshawn Ogans,3B,ATL,AA,,available
Shuto Ogata,SP,(N/A),AA,,available
Braeden Ogle,"SP,RP",PIT,AA,,available
Connor OHalloran,SP,TOR,AA,,available
Connor OHara,RP,(N/A),AA,,available
Rafael Ohashi,SP,TOR,AA,,available
Ryo Ohta,2B,(N/A),AA,,available
Ryosuke Ohtsu,SP,(N/A),AA,,available
Michell Ojeda,2B,PIT,AA,,available
Brian OKeefe,C,(N/A),AA,,available
Chris Okey,C,LAD,AA,,available
Yasunobu Okugawa,SP,(N/A),AA,,available
Billy Oldham,SP,MIN,AA,,available
Wyatt Olds,RP,BOS,AA,,available
Peyton Olejnik,SP,LAA,AA,,available
Albert Oliva,SP,DET,AA,,available
Jared Oliva,OF,MIL,AA,,available
Ricardo Olivar,"C,OF",MIN,AA,,available
Edward Olivares,OF,(N/A),AA,,available
Jose Olivares,SP,MIN,AA,,available
Helcris Olivarez,RP,SF,AA,,available
Connor Oliver,"SP,RP",PIT,AA,,available
Ronny Oliver,SP,STL,AA,,available
Michael Oliveto,C,DET,AA,,available
Carlos Olivo,SP,TOR,AA,,available
Christian Olivo,3B,CHC,AA,,available
Adam Oller,SP,(N/A),AA,,available
Kleiber Olmedo,RP,SD,AA,,available
Juan Olmos,RP,KC,AA,,available
Johnny Olmstead,"2B,SS",MIA,AA,,available
Jack OLoughlin,SP,(N/A),AA,,available
Joe Olsavsky,"1B,3B",ATL,AA,,available
Jon Olsen,SP,NYY,AA,,available
Mat Olsen,SP,(N/A),AA,,available
Bryant Olson,RP,WSH,AA,,available
Emmett Olson,SP,MIA,AA,,available
JB Olson,"SP,RP",(N/A),AA,,available
Mason Olson,SP,(N/A),AA,,available
Diego Omana,C,CIN,AA,,available
Hunter Omlid,RP,COL,AA,,available
Sann Omosako,SP,TOR,AA,,available
Jorge Ona,OF,(N/A),AA,,available
Steven Ondina,SS,BAL,AA,,available
Conner ONeal,C,LAD,AA,,available
Matt ONeill,C,NYM,AA,,available
Benjamin Onyshko,"SP,RP",(N/A),AA,,available
Andrews Opata,OF,(N/A),AA,,available
Casey Opitz,C,CHC,AA,,available
Christian Oppor,SP,CHW,AA,,available
Johzan Oquendo,RP,CHC,AA,,available
Dylan ORae,"2B,OF",MIL,AA,,available
Eliezer Orbe,RP,SEA,AA,,available
Edgardo Ordonez,C,MIL,AA,,available
Jesus Ordonez,C,(N/A),AA,,available
John OReilly,RP,(N/A),AA,,available
Douglas Orellana,RP,NYM,AA,,available
Erny Orellana,OF,LAD,AA,,available
Josnaider Orellana,C,ATL,AA,,available
Brennan Orf,1B,TOR,AA,,available
Jonathan Ornelas,SS,NYY,AA,,available
Rafael Oropeza,SS,PHI,AA,,available
Tommy ORourke,RP,NYY,AA,,available
Maikol Orozco,OF,DET,AA,,available
Brayan Orrantia,RP,BAL,AA,,available
Jorel Ortega,2B,MIN,AA,,available
Jose Ortega,RP,SD,AA,,available
Juan Ortega,C,BAL,AA,,available
Oliver Ortega,RP,NYM,AA,,available
Rafael Ortega,OF,(N/A),AA,,available
Raynerd Ortega,2B,LAD,AA,,available
Teodoro Ortega,SP,(N/A),AA,,available
Victor Ortega,C,MIA,AA,,available
Andres Ortiz,SP,DET,AA,,available
Angel Ortiz,OF,ARI,AA,,available
Avery Ortiz,2B,(N/A),AA,,available
Capri Ortiz,SS,LAA,AA,,available
DAngelo Ortiz,"1B,3B",BOS,AA,,available
David Ortiz,1B,TEX,AA,,available
Deniel Ortiz,"1B,3B",STL,AA,,available
Devin Ortiz,3B,SD,AA,,available
German Ortiz,1B,ATH,AA,,available
Jankel Ortiz,SS,(N/A),AA,,available
JeanPierre Ortiz,"SP,RP",CIN,AA,,available
Jhailyn Ortiz,OF,(N/A),AA,,available
Jose Ortiz,OF,SF,AA,,available
Luis Ortiz,RP,NYM,AA,,available
Luis Ortiz,SP,(N/A),AA,,available
Nicolas Ortiz,C,(N/A),AA,,available
Raymel Ortiz,SS,(N/A),AA,,available
Robin Ortiz,OF,CHC,AA,,available
Orlando Ortiz-Mayr,SP,MIA,AA,,available
Juan Ortuno,2B,MIL,AA,,available
Blaze OSaben,OF,(N/A),AA,,available
Braden Osbolt,SP,CIN,AA,,available
Fran Oschell,RP,LAA,AA,,available
Ryan Osinski,RP,NYY,AA,,available
Graham Osman,RP,CIN,AA,,available
Bryce Osmond,SP,LAA,AA,,available
Yojeiry Osoria,SP,(N/A),AA,,available
Hector Osorio,OF,TEX,AA,,available
Isaac Osorio,OF,ATL,AA,,available
Javier Osorio,3B,DET,AA,,available
Manuel Osorio,SP,CLE,AA,,available
Oswaldo Osorio,"2B,3B",LAD,AA,,available
Ricardo Osorio,RP,ATH,AA,,available
